geo
1;27.32;126.79
2;51.91;84.71
3;12.42;0.85
4;50.85;103.63
5;44.69;149.24
6;68.45;53.88
7;13.83;75.49
8;21.03;19.83
9;51.7;105.6
10;30.93;56.03
11;43.05;62.64
12;28.6;99.33
13;85.5;110.54
14;81.26;166.74
15;15.69;138.07
16;18.98;160.9
17;16.69;48.84
18;3.03;172.46
19;64.55;23.78
20;74.28;133.33
21;72.06;147.68
22;22.26;29.15
23;16.96;18.11
24;9.87;142.35
25;13.71;176.17
26;71.87;9.06
27;63.62;107.67
28;11.35;56.3
29;28.84;118.12
30;70.33;99.36
31;16.48;40.15
32;19.12;127.89
33;47.89;74.85
34;58.79;85.14
35;18.19;102.24
36;55.54;143.87
37;20.59;120.02
38;85.47;13.14
39;33.51;176.8
40;52.59;26.64
41;72.47;126.61
42;80.2;175.95
43;72.82;8.96
44;47.4;142.92
45;32.28;112.18
46;39.43;132.87
47;18.49;5.82
48;58.18;79.65
49;54.37;90.55
50;8.93;113.85
51;77.93;143.49
52;11.37;30.09
53;23.98;137.56
54;86.25;48.23
55;65.73;133.67
56;89.47;47.15
57;64.76;148.01
58;28.77;74.0
59;0.65;115.59
60;21.28;44.63
61;80.81;50.08
62;61.43;49.78
63;40.29;61.16
64;61.22;2.95
65;85.93;170.96
66;51.23;153.87
67;67.05;2.24
68;69.01;150.71
69;17.86;50.84
70;45.73;108.58
71;50.17;34.29
72;44.65;152.43
73;74.84;139.38
74;48.07;73.69
75;2.77;127.54
76;9.37;57.6
77;88.37;151.9
78;36.24;60.19
79;82.86;87.67
80;55.53;150.62
81;67.06;173.05
82;87.37;35.95
83;17.42;109.75
84;9.71;31.69
85;84.44;138.35
86;63.44;36.93
87;26.83;28.58
88;72.62;78.85
89;77.2;134.0
90;82.08;157.15
91;72.15;10.77
92;53.2;112.79
93;58.7;177.72
94;44.97;90.51
95;52.71;120.99
96;12.76;31.6
97;83.05;16.36
98;42.11;44.61
99;6.57;120.18
100;75.29;105.1
101;9.03;12.48
102;78.7;7.83
103;28.95;44.41
104;54.53;75.77
105;38.5;11.43
106;78.39;112.37
107;8.57;122.78
108;32.78;18.86
109;8.93;167.13
110;10.31;82.69
111;12.0;135.19
112;58.41;19.73
113;1.03;96.16
114;67.95;96.28
115;74.59;108.91
116;63.26;93.48
117;29.11;85.39
118;84.66;92.38
119;66.13;62.01
120;7.07;78.2
121;45.34;58.55
122;73.91;155.52
123;54.66;74.38
124;50.08;146.31
125;3.47;150.7
126;63.08;114.98
127;56.56;32.26
128;86.65;72.63
129;59.78;111.06
130;25.93;100.09
131;67.69;150.94
132;0.12;113.19
133;66.42;84.74
134;66.69;173.84
135;19.38;137.06
136;64.26;117.08
137;9.04;97.73
138;70.78;89.14
139;71.66;128.36
140;23.19;65.44
141;71.13;60.09
142;3.79;87.0
143;59.51;21.36
144;40.89;145.57
145;64.24;40.98
146;26.35;104.11
147;32.4;12.74
148;80.76;89.83
149;0.9;103.93
150;46.17;133.51
151;46.76;137.7
152;44.71;157.58
153;16.76;17.3
154;2.1;149.39
155;16.02;169.35
156;42.55;154.2
157;13.36;134.29
158;66.84;106.06
159;21.44;103.51
160;80.71;133.56
161;39.89;31.81
162;16.18;134.29
163;9.36;124.72
164;61.74;123.21
165;13.07;174.34
166;32.62;70.63
167;41.37;171.3
168;55.44;140.46
169;21.9;8.66
170;9.86;9.03
171;84.79;101.62
172;79.8;62.46
173;16.56;54.93
174;61.85;50.04
175;15.92;19.48
176;29.17;175.39
177;70.69;92.34
178;14.61;4.52
179;83.7;4.8
180;7.23;1.28
181;51.95;178.85
182;77.4;117.3
183;79.03;100.63
184;5.07;40.88
185;35.14;105.41
186;30.82;92.25
187;77.16;26.16
188;6.11;43.92
189;73.88;110.61
190;27.48;3.75
191;41.37;4.73
192;20.68;91.08
193;89.87;12.5
194;49.61;25.78
195;45.02;106.57
196;63.62;149.21
197;1.55;96.66
198;23.55;137.99
199;14.23;89.81
200;1.98;101.65
201;70.3;132.82
202;7.38;178.13
203;46.97;122.41
204;75.19;16.24
205;14.19;75.33
206;49.82;81.13
207;56.3;48.46
208;31.79;40.64
209;25.03;33.48
210;15.42;143.7
211;88.23;118.53
212;84.45;88.13
213;21.64;35.96
214;29.38;75.38
215;61.14;31.37
216;4.38;166.23
217;4.25;121.87
218;73.16;127.97
219;50.06;167.15
220;42.32;140.56
221;75.5;60.97
222;21.99;51.99
223;1.25;155.77
224;25.46;19.82
225;35.39;100.76
226;72.4;118.04
227;78.2;17.4
228;72.65;3.26
229;38.71;155.74
230;10.66;47.85
231;37.56;151.19
232;27.58;71.01
233;84.96;167.54
234;15.4;101.77
235;78.7;107.01
236;67.04;175.05
237;25.16;96.24
238;74.9;97.25
239;16.13;56.39
240;88.27;65.44
241;16.03;162.22
242;40.9;15.21
243;42.53;162.19
244;20.61;169.0
245;78.0;174.89
246;28.31;135.84
247;16.62;28.76
248;84.3;125.45
249;9.59;96.55
250;67.54;107.28
251;22.38;84.24
252;20.5;124.58
253;73.12;47.04
254;70.91;102.28
255;57.57;153.79
256;15.92;83.64
257;55.02;160.31
258;20.42;73.33
259;59.44;154.18
260;50.7;165.89
261;14.59;54.55
262;30.14;111.25
263;44.96;33.9
264;43.86;130.1
265;30.32;73.67
266;38.17;131.22
267;66.38;18.81
268;19.39;10.22
269;73.88;36.84
270;9.54;146.38
271;52.77;155.92
272;19.1;154.15
273;36.69;145.53
274;69.17;100.51
275;31.84;60.57
276;52.54;29.01
277;17.86;8.38
278;10.26;131.48
